artifact_id,relative_path,artifact_type,release_version,schema_version,evidence_role,role_definition,model_use_status,row_grain,primary_key_columns_json,primary_key_unique,primary_key_blank_rows,row_count,column_count,schema_sha256,artifact_sha256,artifact_sha256_status,source_ids_json,geographic_scope,temporal_scope,coordinate_or_geometry_fields_json,uncertainty_fields_json,exclusion_or_quality_fields_json,license_or_access_basis,schema_freeze_status,schema_change_policy,build_script,validation_artifact,limitations
material_emag2_spatial_ablation,outputs/material_emag2_spatial_ablation.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-080800a68d84,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material-level paired baseline versus EMAG2 result.,"[""record_id""]",true,0,50,37,080800a68d84e0526971363eb09bcc0706353682c3617719a9f3f688064ac3d2,3ea69ff6d4e23c0cd7981a1a653561fa047c20a7badf658b9e7e5f08ab3c7f3f,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_NOAA_EMAG2V3"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,"[""unique_positive_h3_cells"",""positive_h3_r3_groups""]","[""delta_roc_auc_group_bootstrap_ci95_low"",""delta_roc_auc_group_bootstrap_ci95_high""]","[""positive_emag_valid_cells"",""positive_emag_valid_rate"",""background_emag_valid_rate"",""admission_gate_result"",""emag_feature_admission_decision"",""decision_reason"",""production_scoring_status"",""background_interpretation""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_NOAA_EMAG2V3"":""NCEI metadata states the NOAA-produced dataset is not subject to copyright protection within the United States. Cite Meyer, Saltus and Chulliat (2017), DOI 10.7289/V5H70CVX, and retain NOAA/NCEI attribution and use limitations."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_emag2_spatial_ablation.py,outputs/emag2_spatial_ablation_validation.json,No material passed the predefined admission gate.
material_emag2_spatial_ablation_folds,outputs/material_emag2_spatial_ablation_folds.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-9113786539cd,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material and held-out spatial fold result.,"[""record_id""]",true,0,70,21,9113786539cd275f5bea8bfee0d255371cd9a1e37dc3ec59a2a16c597d2955b7,ccb1816ad1fe8fda8c7571402091a1d4ac17a19c40016fff4fa119a9e53034a4,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_NOAA_EMAG2V3"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,[],[],"[""test_emag_valid_rate""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_NOAA_EMAG2V3"":""NCEI metadata states the NOAA-produced dataset is not subject to copyright protection within the United States. Cite Meyer, Saltus and Chulliat (2017), DOI 10.7289/V5H70CVX, and retain NOAA/NCEI attribution and use limitations."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_emag2_spatial_ablation.py,outputs/emag2_spatial_ablation_validation.json,Fold estimates are not independent discoveries or calibrated probabilities.
material_model_support,outputs/material_model_support.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-20de1fe6f544,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",model_support_metadata,One target material support and validation summary.,"[""material_name""]",true,0,50,11,20de1fe6f544066530e2bfdd3fadf75f7a6ab6167d26af1bab093fda59e9ed1e,abeab8f612c6696f8792062491d5514c00ff37086b0ab40011246d82e344fe4b,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",India model evidence,Model v0.6,[],"[""model_support_level""]","[""validation_note""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,Sparse positives and pseudo-absence evaluation limit generalization.
material_model_validation,outputs/material_model_validation.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-e86bff570d2a,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",model_validation_metadata,One target material spatial-validation summary.,"[""material_name""]",true,0,50,7,e86bff570d2ad8dcdc2518c59f866b1505af65dd30a553c96cad569c8fd276b3,0538424b82e55f5f75f6a9df4aa3c0f72bef11213c1e975f8c7e52ec40dda55c,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",India spatial folds,Model v0.6,[],[],"[""validation_note""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,Pseudo-absence metrics do not establish deposit probability or economic value.
material_official_block_transfer_validation,outputs/material_official_block_transfer_validation.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-ee0cf2e04459,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",independent_transfer_diagnostic_only,One target-material official-block transfer summary.,"[""record_id""]",true,0,50,37,ee0cf2e04459dbd5ea2ee03941889a16c95dd2b1d89dd656be3625c22a50151b,4d4244f1dbbb397aff0a69652beae668b3a6549d64ab91a746308f2ac5b65b60,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_MSTC_CRITICAL_MBS_T1_T8"",""SRC_MSTC_CRITICAL_NIT_T1_T8"",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"",""SRC_MSTC_STATE_MBS_IBM_AUCTIONS_2023_24"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_PIB_CRITICAL_BLOCKS_T1"",""SRC_PIB_CRITICAL_BLOCKS_T5"",""SRC_PIB_CRITICAL_BLOCKS_T8"",""SRC_PIB_CRITICAL_RESULTS_T1"",""SRC_PIB_CRITICAL_RESULTS_T2_T3"",""SRC_PIB_CRITICAL_RESULTS_T4_A"",""SRC_PIB_CRITICAL_RESULTS_T4_B"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Accepted official footprints across India,Auction source snapshots through Alpha.20,"[""primary_transfer_positive_h3_r3_groups""]","[""transfer_roc_auc_ci95_low"",""transfer_roc_auc_ci95_high"",""transfer_recall_ci95_low"",""transfer_recall_ci95_high"",""official_block_share_at_or_above_p95""]","[""transfer_evaluation_status"",""passes_production_admission_gate"",""interpretation""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_MSTC_CRITICAL_MBS_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_NIT_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"":""Government-owned auction portal; retain source URL, access date, and attribution."",""SRC_MSTC_STATE_MBS_IBM_AUCTIONS_2023_24"":""Public government-owned auction portal; retain document-level attribution and verify current portal and State Government reuse terms."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_PIB_CRITICAL_BLOCKS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T5"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T8"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T2_T3"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_A"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_B"":""Government publication; retain attribution."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_official_block_transfer.py,outputs/official_block_transfer_validation.json,No material passed every gate and source-label independence remains unresolved.
material_sentinel2_spatial_ablation,outputs/material_sentinel2_spatial_ablation.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-0cb77e6ba5f3,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material-level paired baseline versus Sentinel-2 result.,"[""record_id""]",true,0,50,37,0cb77e6ba5f3d6fb2f0e1ef697638a0579df4875bc5df7f6d5066cce4597326d,d5b288b3f53ebed0a5b1114984b35f79141ac78066b8e918bba4cc8b8ebd2fc3,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_COPERNICUS_SENTINEL2_L2A_PC"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,"[""unique_positive_h3_cells"",""positive_h3_r3_groups""]","[""delta_roc_auc_group_bootstrap_ci95_low"",""delta_roc_auc_group_bootstrap_ci95_high""]","[""admission_gate_result"",""sentinel2_feature_admission_decision"",""decision_reason"",""production_scoring_status"",""background_interpretation""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_COPERNICUS_SENTINEL2_L2A_PC"":""Copernicus Sentinel data are governed by the Sentinel Data Legal Notice and are available on a free, full and open basis. Microsoft Planetary Computer hosts cloud-optimized derivatives and its STAC collection metadata labels the collection license as proprietary. KHANAN publishes derived statistics and token-free lineage URLs, not source rasters; users must retain Copernicus attribution and review both providers' current terms."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_sentinel2_spatial_ablation.py,outputs/sentinel2_spatial_ablation_validation.json,"No material passed all support, coverage, uncertainty, recall, and leakage gates."
material_sentinel2_spatial_ablation_folds,outputs/material_sentinel2_spatial_ablation_folds.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-db4e9c0e84c2,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material and held-out spatial fold result.,"[""record_id""]",true,0,70,21,db4e9c0e84c24b32104e74b6ffff8f8deb7da5d4802d7583538457fefc06f8b7,55967da805311c1772cfaae39c3068543dcae663f5cfd53b8950adcd4e551999,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_COPERNICUS_SENTINEL2_L2A_PC"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,[],[],[],"{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_COPERNICUS_SENTINEL2_L2A_PC"":""Copernicus Sentinel data are governed by the Sentinel Data Legal Notice and are available on a free, full and open basis. Microsoft Planetary Computer hosts cloud-optimized derivatives and its STAC collection metadata labels the collection license as proprietary. KHANAN publishes derived statistics and token-free lineage URLs, not source rasters; users must retain Copernicus attribution and review both providers' current terms."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_sentinel2_spatial_ablation.py,outputs/sentinel2_spatial_ablation_validation.json,Fold estimates remain conditional on sparse historical labels.
material_soilgrids_spatial_ablation,outputs/material_soilgrids_spatial_ablation.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-9b6bed400635,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material-level paired baseline versus SoilGrids result.,"[""record_id""]",true,0,50,37,9b6bed400635771c4e138657523e94163fc2e68aaa20cfb9d82c1799a6d0ea05,7ab4204e6711900aec665b7c3d252c431a7ad46768968d56df4a907f4a238b1d,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_ISRIC_SOILGRIDS_V2"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,"[""unique_positive_h3_cells"",""positive_h3_r3_groups""]","[""delta_roc_auc_group_bootstrap_ci95_low"",""delta_roc_auc_group_bootstrap_ci95_high""]","[""admission_gate_result"",""soilgrids_feature_admission_decision"",""decision_reason"",""production_scoring_status"",""background_interpretation""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_ISRIC_SOILGRIDS_V2"":""SoilGrids maps are publicly available under CC BY 4.0. Cite Poggio et al. (2021), DOI 10.5194/soil-7-217-2021, and retain ISRIC attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_soilgrids_spatial_ablation.py,outputs/soilgrids_spatial_ablation_validation.json,No material passed the predefined admission gate.
material_soilgrids_spatial_ablation_folds,outputs/material_soilgrids_spatial_ablation_folds.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-f1e609ac4a0d,validation_evidence,"Holdout, ablation, transfer, support, or quality-control evidence used to evaluate a model or source family.",feature_admission_test_only,One material and held-out spatial fold result.,"[""record_id""]",true,0,70,21,f1e609ac4a0d446ad74aff169fb173a1b15ef315f9da1dd9ec283ab39ce08bfb,464714bd95832f0fc9d4890fc4961a566ff4ce716a54c894c448c6d5dd621bd0,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_ISRIC_SOILGRIDS_V2"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Purged India H3 r3 spatial folds,Experiment v0.1,[],[],[],"{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_ISRIC_SOILGRIDS_V2"":""SoilGrids maps are publicly available under CC BY 4.0. Cite Poggio et al. (2021), DOI 10.5194/soil-7-217-2021, and retain ISRIC attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/evaluate_soilgrids_spatial_ablation.py,outputs/soilgrids_spatial_ablation_validation.json,Fold estimates do not make modeled soil values field measurements.
material_source_term_crosswalk_v1,outputs/material_source_term_crosswalk_v1.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-fc1f1088fc1d,metadata_governance,"Ontology, provenance, schema, source, access, limitation, or release-control metadata; not geological evidence.",ontology_mapping_only,"One distinct source, table, field, and source-term mapping.","[""source_id"",""source_table"",""source_field"",""source_term""]",true,0,611,9,fc1f1088fc1d2c1b79e652e8f0eaa45ab90f1f9ad8c056a2afe9bf0c087a80bf,acf102269892f094abdab6d60616c6c5d55867b483a97d9cbd50346ecf9314a6,computed_from_release_artifact_bytes,"[""SRC_IBM_ABANDONED_MINE_SITES"",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_CONCESSIONS"",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS"",""SRC_IBM_MCDR_INSPECTIONS_2023_2026"",""SRC_IBM_NMI_2025"",""SRC_MSTC_CRITICAL_MBS_T1_T8"",""SRC_USGS_MCS_2026"",""SRC_USGS_MRDS""]",Not spatial,Source snapshots through Alpha.23,[],[],"[""mapping_status""]","{""SRC_IBM_ABANDONED_MINE_SITES"":""Government of India public webpage; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_CONCESSIONS"":""Government of India public PDF; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS"":""Government of India public PDF; no blanket reuse licence asserted by KHANAN. Retain attribution and consult current IBM terms."",""SRC_IBM_MCDR_INSPECTIONS_2023_2026"":""Government of India public webpages; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_NMI_2025"":""Government of India publication; retain attribution and verify current IBM website reuse terms."",""SRC_MSTC_CRITICAL_MBS_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_USGS_MCS_2026"":""U.S. Geological Survey data release; public domain, with citation requested."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_material_ontology.py,outputs/material_ontology_validation_v1.json,Nine nonspecific terms remain deliberately unresolved.
